NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.601887e-2,1.823224e-2,-1.595904e-2,-3.948857e-2,-4.972924e-2,-1.066753e-1,-1.59332e-1,-1.891669e-1,-1.998442e-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.331609e-1,2.246208e-1,1.36111e-1,5.38904e-2,-8.604851e-3,-4.720654e-2,-6.18291e-2,-1.038369e-1,-1.690062e-1,-2.041924e-1,-2.165482e-1,-2.108939e-1,-1.904867e-1,-1.513377e-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.797909e-1,-1.205952e-1,1.005337e-1,3.679987e-1,1.907508e-1,5.398435e-2,-3.846388e-2,-9.032057e-2,-1.066401e-1,-1.327392e-1,-1.98922e-1,-2.313176e-1,-2.395582e-1,-2.296457e-1,-2.053119e-1,-1.593122e-1,-1.184238e-1,-8.236352e-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,-4.948865e-1,-3.93603e-1,-2.555528e-1,-5.909127e-2,2.242761e-1,1.805819e-1,-8.660403e-3,-1.233768e-1,-1.804239e-1,-1.921092e-1,-2.049569e-1,-2.546832e-1,-2.729836e-1,-2.695161e-1,-2.50219e-1,-2.147052e-1,-1.630601e-1,-1.202758e-1,-8.350218e-2,-4.998114e-2,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,-7.533167e-1,-6.891344e-1,-6.356981e-1,-5.686149e-1,-4.685907e-1,-3.184873e-1,-1.023699e-1,5.005245e-2,-1.647966e-1,-2.798293e-1,-3.256178e-1,-3.211095e-1,-3.202344e-1,-3.350209e-1,-3.269909e-1,-3.034885e-1,-2.691984e-1,-2.133587e-1,-1.587595e-1,-1.154622e-1,-8.00587e-2,-4.875984e-2,-1.751119e-2,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,-8.614306e-1,-8.364529e-1,-8.250239e-1,-8.048278e-1,-7.522909e-1,-6.555547e-1,-5.101543e-1,-3.205089e-1,-4.368777e-1,-5.16275e-1,-5.26885e-1,-4.897564e-1,-4.650591e-1,-4.304484e-1,-3.852777e-1,-3.33729e-1,-2.738904e-1,-1.979376e-1,-1.404395e-1,-9.816391e-2,-6.709403e-2,-4.220064e-2,-1.809032e-2,1.281769e-2,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-9.575128e-1,-9.775579e-1,-1.009687,-1.057954,-1.106202,-1.100432,-1.049252,-9.574538e-1,-8.383218e-1,-8.298305e-1,-8.270292e-1,-7.760967e-1,-6.955126e-1,-6.135651e-1,-5.252364e-1,-4.346545e-1,-3.432214e-1,-2.472467e-1,-1.613697e-1,-1.000036e-1,-5.962802e-2,-3.602603e-2,-9.644806e-3,2.565958e-2,5.390742e-2,8.264943e-2,NaN,NaN,NaN
NaN,NaN,-1.059526,-1.097263,-1.160039,-1.242651,-1.343246,-1.467308,-1.511402,-1.485145,-1.419599,-1.332051,-1.247762,-1.154971,-1.032802,-8.897711e-1,-7.412533e-1,-5.893713e-1,-4.383998e-1,-3.047223e-1,-1.937381e-1,-9.481503e-2,-2.700653e-2,1.264915e-2,3.667496e-2,7.271867e-2,9.533033e-2,1.143823e-1,1.34793e-1,NaN,NaN,NaN
NaN,NaN,-1.218813,-1.294234,-1.396531,-1.520033,-1.663287,-1.830339,-1.970392,-1.953494,-1.883817,-1.756131,-1.557102,-1.353358,-1.151684,-9.525795e-1,-7.57228e-1,-5.693491e-1,-3.941388e-1,-2.363492e-1,-1.005966e-1,1.172095e-2,9.076209e-2,1.272297e-1,1.605396e-1,1.83503e-1,1.929923e-1,1.976099e-1,2.049372e-1,2.206645e-1,NaN,NaN
NaN,-1.344488,-1.433348,-1.545294,-1.680794,-1.832816,-2.000253,-2.187485,-2.402937,-2.329388,-2.225608,-1.951516,-1.689081,-1.435455,-1.190012,-9.532863e-1,-7.270327e-1,-5.142717e-1,-3.184912e-1,-1.426922e-1,1.1106e-2,1.420662e-1,2.34841e-1,2.871215e-1,3.259742e-1,3.355819e-1,3.261713e-1,3.091375e-1,2.96259e-1,2.974537e-1,NaN,NaN
NaN,-1.437695,-1.666079,-1.853513,-2.012793,-2.1785,-2.352326,-2.541265,-2.754634,-2.650334,-2.327011,-2.016504,-1.71977,-1.43564,-1.163397,-9.032877e-1,-6.565669e-1,-4.252632e-1,-2.116229e-1,-1.755346e-2,1.556825e-1,3.074062e-1,4.367318e-1,5.160411e-1,5.481155e-1,5.418316e-1,5.074106e-1,4.590706e-1,4.150003e-1,3.936095e-1,3.922216e-1,NaN
-1.17798,-1.322275,-1.545939,-1.847969,-2.220525,-2.557773,-2.719329,-2.887797,-2.97033,-2.644935,-2.307077,-1.981359,-1.669256,-1.370441,-1.084387,-8.110556e-1,-5.510777e-1,-3.056048e-1,-7.598102e-2,1.365738e-1,3.311217e-1,5.068689e-1,6.626683e-1,7.94364e-1,8.41723e-1,8.218302e-1,7.583802e-1,6.684256e-1,5.845605e-1,5.220807e-1,4.85992e-1,NaN
-1.092123,-1.232313,-1.446763,-1.730849,-2.074754,-2.464603,-2.826965,-2.904359,-2.87962,-2.533059,-2.19583,-1.870024,-1.556373,-1.254616,-9.642129e-1,-6.848462e-1,-4.166053e-1,-1.599517e-1,8.443732e-2,3.158228e-1,5.334559e-1,7.364502e-1,9.235225e-1,1.09289,1.164628,1.154763,1.041045,9.119624e-1,7.922448e-1,6.927787e-1,6.216645e-1,NaN
-1.034862,-1.167927,-1.370848,-1.636363,-1.953349,-2.309291,-2.693206,-2.892378,-2.673515,-2.341854,-2.018015,-1.703294,-1.397917,-1.101475,-8.133188e-1,-5.328639e-1,-2.597628e-1,6.067676e-3,2.644837e-1,5.151564e-1,7.575399e-1,9.907277e-1,1.213185,1.422339,1.574419,1.526689,1.370841,1.206469,1.047488,9.079235e-1,7.991009e-1,7.280338e-1
-1.006436,-1.130355,-1.320958,-1.568557,-1.860536,-2.185115,-2.533948,-2.709798,-2.40191,-2.096211,-1.795027,-1.499188,-1.208702,-9.230696e-1,-6.415293e-1,-3.632753e-1,-8.759652e-2,1.86049e-1,4.579978e-1,7.283439e-1,9.968404e-1,1.262708,1.524301,1.77848,2.019175,1.956086,1.76835,1.56389,1.359266,1.172986,1.020929,9.128682e-1
-1.007887,-1.12125,-1.299794,-1.530899,-1.799583,-2.094449,-2.274454,-2.354797,-2.090912,-1.818301,-1.545556,-1.273375,-1.001793,-7.303156e-1,-4.581101e-1,-1.8418e-1,9.250378e-2,3.729049e-1,6.578389e-1,9.478797e-1,1.243211,1.543404,1.84707,2.151379,2.444209,2.391408,2.251472,2.002178,1.742754,1.498734,1.293819,1.14218
-8.930316e-1,-1.002837,-1.160327,-1.357151,-1.576184,-1.796505,-1.926658,-1.984732,-1.763168,-1.527346,-1.285685,-1.039376,-7.886522e-1,-5.330821e-1,-2.717797e-1,-3.574005e-3,2.728652e-1,5.589154e-1,8.558898e-1,1.164903,1.486698,1.821386,2.16812,2.524681,2.878241,2.818173,2.617262,2.235915,1.896814,1.61409,1.406134,1.288093
-7.0174e-1,-7.786584e-1,-8.947679e-1,-1.043829,-1.214165,-1.390814,-1.558967,-1.623326,-1.439142,-1.239596,-1.028893,-8.086489e-1,-5.79232e-1,-3.402378e-1,-9.071505e-2,1.706845e-1,4.455868e-1,7.357781e-1,1.043079,1.369187,1.715456,2.082649,2.470568,2.877521,3.298923,3.094801,2.64801,2.239461,1.878804,1.580533,1.360519,1.231049
-5.436369e-1,-5.908468e-1,-6.715297e-1,-7.810994e-1,-9.11221e-1,-1.05066,-1.187235,-1.246392,-1.134663,-9.677296e-1,-7.859789e-1,-5.906565e-1,-3.820413e-1,-1.596825e-1,7.746531e-2,3.309295e-1,6.026138e-1,8.946904e-1,1.209466,1.549195,1.915833,2.310743,2.734404,3.186161,3.482851,3.210027,2.729821,2.290703,1.905501,1.589752,1.357821,NaN
-4.177045e-1,-4.370887e-1,-4.857128e-1,-5.60609e-1,-6.561188e-1,-7.638164e-1,-8.666462e-1,-9.005411e-1,-8.58798e-1,-7.206371e-1,-5.651688e-1,-3.929852e-1,-2.042286e-1,1.629013e-3,2.257328e-1,4.697623e-1,7.358512e-1,1.026487,1.344378,1.692246,2.072528,2.48699,2.936395,3.421176,3.437327,3.311187,2.861455,2.38736,1.974426,1.640066,1.39726,NaN
NaN,-3.170858e-1,-3.348448e-1,-3.767741e-1,-4.40232e-1,-5.190645e-1,-5.946471e-1,-6.333914e-1,-6.136882e-1,-5.043903e-1,-3.725116e-1,-2.215387e-1,-5.166732e-2,1.376798e-1,3.477085e-1,5.801789e-1,8.373436e-1,1.121866,1.436683,1.784796,2.168925,2.590953,3.050928,3.516889,3.380352,3.148732,2.933729,2.525441,2.081651,1.729031,1.478126,NaN
NaN,-2.323455e-1,-2.183562e-1,-2.312232e-1,-2.751966e-1,-3.285261e-1,-3.736067e-1,-3.967672e-1,-3.881679e-1,-3.233235e-1,-2.122325e-1,-8.070666e-2,7.097286e-2,2.434086e-1,4.377682e-1,6.557542e-1,8.995492e-1,1.171744,1.475221,1.8129,2.187455,2.600929,3.052606,3.24897,2.954027,2.696684,2.466307,2.255655,2.064524,1.85444,1.600894,NaN
NaN,-1.851396e-1,-1.609411e-1,-1.579118e-1,-1.7237e-1,-1.951493e-1,-2.153364e-1,-2.225296e-1,-2.075483e-1,-1.633192e-1,-8.672945e-2,2.655541e-2,1.602124e-1,3.147853e-1,4.91217e-1,6.909396e-1,9.157435e-1,1.167783,1.449499,1.763082,2.110216,2.493276,2.683229,2.851582,2.549116,2.289269,2.062453,1.864673,1.698952,1.575389,NaN,NaN
NaN,NaN,-1.177362e-1,-1.023908e-1,-9.818676e-2,-1.001472e-1,-1.01702e-1,-9.573094e-2,-7.93455e-2,-5.038615e-2,8.618516e-3,9.894471e-2,2.138523e-1,3.489384e-1,5.04558e-1,6.815402e-1,8.806609e-1,1.10311,1.350695,1.624067,1.916306,2.125929,2.262192,2.34916,2.166421,1.922631,1.717758,1.548267,1.41751,1.333672,NaN,NaN
NaN,NaN,-8.466937e-2,-6.143525e-2,-4.516912e-2,-3.29132e-2,-2.069734e-2,-4.400388e-3,3.60727e-3,2.55838e-2,6.883062e-2,1.366249e-1,2.271181e-1,3.412362e-1,4.759924e-1,6.247778e-1,7.904161e-1,9.732189e-1,1.166025,1.34852,1.529912,1.658153,1.759743,1.824046,1.797116,1.59417,1.43169,1.304222,1.215369,NaN,NaN,NaN
NaN,NaN,NaN,-3.374922e-2,-9.616717e-3,1.249511e-2,3.392535e-2,4.076696e-2,4.68124e-2,6.335241e-2,9.366505e-2,1.408917e-1,2.087647e-1,2.921732e-1,3.858233e-1,4.892723e-1,6.05699e-1,7.538902e-1,9.013797e-1,1.015759,1.105606,1.227087,1.318896,1.373645,1.38815,1.320162,1.211565,1.137902,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,1.023113e-2,3.780261e-2,4.918035e-2,5.604742e-2,6.374637e-2,7.584085e-2,9.492645e-2,1.234052e-1,1.715035e-1,2.23792e-1,2.771179e-1,3.296199e-1,4.082923e-1,5.397113e-1,6.363627e-1,6.87098e-1,7.030425e-1,8.410119e-1,9.43517e-1,1.009474,1.042648,1.053485,1.065891,1.062462,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,3.335375e-2,4.821617e-2,5.817299e-2,6.605032e-2,7.397017e-2,8.335251e-2,9.976857e-2,1.302671e-1,1.569219e-1,1.765742e-1,1.83943e-1,2.510229e-1,3.585215e-1,4.244567e-1,4.392601e-1,3.858463e-1,5.109405e-1,6.368924e-1,7.238278e-1,7.816475e-1,8.232891e-1,8.659724e-1,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,4.38007e-2,5.46016e-2,6.174872e-2,6.612461e-2,6.798253e-2,8.038835e-2,9.554204e-2,1.031372e-1,9.847415e-2,7.381099e-2,1.29137e-1,2.235389e-1,2.758937e-1,2.813702e-1,2.31338e-1,2.538887e-1,4.046754e-1,5.122957e-1,5.919189e-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
