NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.180779e-1,4.44893e-1,6.400309e-1,8.921558e-1,1.204223,1.447869,1.526315,1.715719,2.00698,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.423441e-1,-2.754038e-1,-4.089129e-2,2.548454e-1,5.860209e-1,9.522368e-1,1.371083,1.59205,1.675397,1.875076,2.179007,2.579347,3.067568,2.44296,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.444651e-1,-4.360209e-1,-6.652247e-1,-8.679295e-1,-3.46793e-1,1.536423e-1,6.31929e-1,1.109901,1.624985,1.856291,1.955973,2.171674,2.492795,2.914227,3.429717,2.553788,1.821762,1.314143,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,-1.527287e-1,-2.55265e-1,-3.771069e-1,-5.374151e-1,-7.292155e-1,-5.140558e-1,2.036927e-1,8.186177e-1,1.387045,1.967785,2.237706,2.365072,2.599382,2.937819,3.382474,3.619287,2.563276,1.803019,1.25586,8.818257e-1,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,-2.482558e-2,-2.819174e-1,-2.954575e-1,-2.689317e-1,-2.572194e-1,-2.884674e-1,-3.546596e-1,-4.07612e-1,4.867012e-1,1.193718,1.808144,2.405684,2.752826,2.907387,3.153686,3.499906,3.957111,3.479856,2.495807,1.742178,1.17097,7.60227e-1,5.065887e-1,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,-2.69134e-2,-6.799541e-1,-5.060194e-1,-2.546659e-1,-3.987948e-2,1.02773e-1,1.855789e-1,2.67611e-1,1.082329,1.799188,2.394242,2.949237,3.433125,3.595393,3.834891,4.167449,4.350556,3.276946,2.386042,1.654479,1.064493,6.124572e-1,3.225156e-1,2.984914e-1,NaN,NaN,NaN,NaN
NaN,NaN,NaN,1.098696,7.579959e-1,2.443437e-1,-3.762504e-1,-1.474055e-1,3.309303e-1,6.603838e-1,8.709983e-1,1.024459,1.944975,2.655953,3.155496,3.606584,4.096945,4.444611,4.649946,4.712246,3.9947,3.089079,2.278106,1.565685,9.50842e-1,4.714976e-1,2.915486e-1,2.058975e-1,1.410595e-1,NaN,NaN,NaN
NaN,NaN,1.814709,1.748857,1.610832,1.35115,9.320427e-1,4.189722e-1,9.411983e-1,1.41893,1.692555,1.854149,2.581345,3.27814,3.930741,4.459229,4.844394,5.05224,4.85389,4.346932,3.769297,2.973363,2.215751,1.50992,8.739997e-1,4.942078e-1,2.591271e-1,9.909089e-2,-9.584012e-3,NaN,NaN,NaN
NaN,NaN,2.261312,2.376282,2.474726,2.485962,2.355769,2.069753,1.969811,2.414556,2.646924,2.86388,3.264945,3.634335,3.965594,4.233368,4.403437,4.448059,4.350309,4.096321,3.650756,2.967628,2.239783,1.520061,9.389863e-1,5.068686e-1,1.854282e-1,-4.763708e-2,-2.050375e-1,-2.955321e-1,NaN,NaN
NaN,2.424602,2.591962,2.927563,3.309688,3.617217,3.760617,3.708143,3.483855,3.73795,3.76401,3.858052,3.932345,4.00598,4.075992,4.125299,4.130518,4.068592,3.919302,3.664117,3.285882,2.770995,2.14143,1.521508,9.466422e-1,4.59774e-1,6.027607e-2,-2.498498e-1,-4.639664e-1,-5.777365e-1,NaN,NaN
