NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-5.479213e-1,-4.074235e-1,-3.85133e-1,-4.832669e-1,-7.028086e-1,-1.011216,-1.163119,-1.192586,-1.11869,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.545809,-1.040428,-7.586766e-1,-5.915455e-1,-5.435661e-1,-6.185146e-1,-8.175629e-1,-1.121584,-1.309116,-1.351784,-1.284652,-1.125855,-8.807909e-1,-6.826248e-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.871196,-1.82873,-1.719736,-1.476526,-1.148271,-9.367034e-1,-8.490838e-1,-8.905485e-1,-1.062383,-1.316092,-1.479545,-1.5,-1.419878,-1.260695,-1.028693,-7.034058e-1,-4.163353e-1,-1.628358e-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,-2.07133,-2.090289,-2.088342,-2.036095,-1.882645,-1.700858,-1.420793,-1.275708,-1.270018,-1.404026,-1.592625,-1.657064,-1.612772,-1.494839,-1.323112,-9.867323e-1,-6.467741e-1,-3.53345e-1,-9.610137e-2,1.370431e-1,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,-1.990345,-2.299456,-2.355544,-2.409369,-2.45045,-2.464566,-2.429149,-2.383417,-2.010272,-1.79027,-1.723431,-1.80721,-1.885017,-1.791428,-1.644797,-1.46205,-1.257031,-8.396519e-1,-5.027826e-1,-2.17424e-1,2.946208e-2,2.541908e-1,4.74123e-1,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,-2.043232,-2.61746,-2.727377,-2.801782,-2.870907,-2.935696,-2.99581,-3.054963,-2.665302,-2.359288,-2.221454,-2.245212,-2.086722,-1.812575,-1.539635,-1.265559,-9.707787e-1,-5.757878e-1,-2.49747e-1,1.715822e-2,2.400711e-1,4.403764e-1,6.354225e-1,7.217146e-1,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-1.482242,-1.89529,-2.460205,-3.063322,-3.235304,-3.304461,-3.390046,-3.503923,-3.66418,-3.332602,-2.956614,-2.744864,-2.476495,-2.066736,-1.654299,-1.245936,-8.780538e-1,-5.795622e-1,-1.800352e-1,1.38797e-1,3.873656e-1,5.804761e-1,7.663443e-1,8.715086e-1,9.350492e-1,1.017101,NaN,NaN,NaN
NaN,NaN,-1.094178,-1.361161,-1.749414,-2.265344,-2.914975,-3.593117,-3.709894,-3.786488,-3.91581,-4.103083,-3.729781,-3.433924,-2.982664,-2.36182,-1.798651,-1.280859,-8.083274e-1,-4.064789e-1,-5.14606e-2,3.637615e-1,6.933178e-1,9.427963e-1,1.135963,1.240613,1.2804,1.311541,1.352042,NaN,NaN,NaN
NaN,NaN,-1.007673,-1.256685,-1.611108,-2.068078,-2.624359,-3.272285,-3.854503,-4.101615,-4.221942,-4.186973,-3.68616,-3.096898,-2.496365,-1.90845,-1.345902,-8.13971e-1,-3.108529e-1,1.70123e-1,6.288417e-1,1.067559,1.440887,1.675629,1.799977,1.853914,1.866929,1.858976,1.849904,1.859682,NaN,NaN
NaN,-8.09742e-1,-9.430457e-1,-1.17023,-1.485596,-1.878354,-2.340736,-2.865413,-3.441163,-3.59306,-3.718609,-3.333102,-2.879341,-2.378905,-1.853066,-1.319178,-7.892622e-1,-2.696817e-1,2.389219e-1,7.407277e-1,1.243671,1.761287,2.178091,2.530947,2.624078,2.657183,2.641113,2.590652,2.525149,2.468563,NaN,NaN
NaN,-7.022233e-1,-8.810019e-1,-1.100475,-1.375521,-1.701908,-2.071058,-2.480066,-2.926043,-3.037548,-2.770836,-2.436118,-2.047464,-1.617165,-1.157209,-6.781072e-1,-1.87483e-1,3.109078e-1,8.176318e-1,1.337498,1.879419,2.456946,3.0887,3.563238,3.640113,3.65821,3.618989,3.529192,3.404056,3.195917,2.8816,NaN
-4.341119e-1,-5.435498e-1,-7.008285e-1,-9.175441e-1,-1.209329,-1.540105,-1.817406,-2.109941,-2.302312,-2.121865,-1.871284,-1.573712,-1.235182,-8.612076e-1,-4.571973e-1,-2.777564e-2,4.242539e-1,8.987917e-1,1.399001,1.931569,2.506927,3.139771,3.850485,4.64001,4.840426,4.867754,4.823752,4.397499,3.853808,3.389981,3.043714,NaN
-3.245586e-1,-4.197225e-1,-5.476654e-1,-7.093166e-1,-9.074246e-1,-1.142881,-1.383166,-1.479377,-1.478313,-1.270152,-1.029707,-7.596446e-1,-4.605957e-1,-1.328671e-1,2.23303e-1,6.082069e-1,1.023403,1.472402,1.961184,2.498584,3.096729,3.771874,4.546606,5.456403,5.802069,5.903811,5.397479,4.788187,4.216927,3.719787,3.332389,NaN
-2.539131e-1,-3.354379e-1,-4.316425e-1,-5.342184e-1,-6.382483e-1,-7.422266e-1,-8.455864e-1,-8.655068e-1,-7.020448e-1,-4.800378e-1,-2.45079e-1,3.961664e-3,2.705608e-1,5.586508e-1,8.722651e-1,1.215807,1.594547,2.015126,2.485995,3.017774,3.623671,4.320228,5.128786,6.07849,6.880701,6.654752,5.989332,5.341979,4.730945,4.187726,3.748558,3.444727
-2.254909e-1,-2.987341e-1,-3.659592e-1,-4.090079e-1,-4.17526e-1,-3.916919e-1,-3.393927e-1,-2.263999e-1,1.630329e-2,2.553685e-1,4.883644e-1,7.202738e-1,9.582955e-1,1.210103,1.483413,1.78611,2.126543,2.513884,2.958431,3.47185,4.067405,4.760079,5.566625,6.504928,7.590445,7.452179,6.748721,6.061852,5.402843,4.800831,4.29635,3.928388
-2.418279e-1,-3.18266e-1,-3.646837e-1,-3.491652e-1,-2.566091e-1,-9.39851e-2,1.355402e-1,4.041148e-1,6.881824e-1,9.457943e-1,1.17846,1.39469,1.605163,1.821034,2.053361,2.313045,2.610977,2.958246,3.366309,3.847079,4.412793,5.075487,5.845637,6.729228,7.700597,7.820648,7.679488,6.959854,6.249531,5.574531,4.985297,4.536029
-2.329471e-1,-2.935437e-1,-2.981052e-1,-2.236501e-1,-5.246206e-2,2.21184e-1,5.934012e-1,9.966046e-1,1.324231,1.600978,1.833395,2.033243,2.214641,2.392182,2.580138,2.792148,3.041225,3.339826,3.699929,4.132933,4.649262,5.257269,5.960971,6.755461,7.598779,7.618222,7.441991,6.864429,6.23583,5.556401,4.883641,4.302859
-1.565988e-1,-1.989047e-1,-1.752967e-1,-5.735541e-2,1.792833e-1,5.454354e-1,1.033396,1.5634,1.93332,2.229723,2.460911,2.641859,2.790318,2.924596,3.062303,3.219748,3.411777,3.651765,3.951616,4.321584,4.769695,5.300421,5.912188,6.592456,7.307608,7.017154,6.353973,5.721536,5.100758,4.501565,3.962346,3.532365
-8.914069e-2,-1.308676e-1,-1.013993e-1,3.68978e-2,3.211074e-1,7.730864e-1,1.386569,2.054202,2.524355,2.83995,3.068145,3.226073,3.335495,3.419108,3.498361,3.592399,3.717737,3.888275,4.115316,4.407378,4.769583,5.202393,5.699714,6.246174,6.569451,6.067597,5.346578,4.697956,4.112997,3.59975,3.180432,NaN
